FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,DAY_ACTIVITIES,OVERNIGHT,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,25/9/21,6271,Mckinnon'S Point,-37.762126,147.106618,BASIC,,NONE,"From Briagolong follow the Freestone Creek Road approximately 12km or 15 minutes, turn left onto McKinnon's Point Track (4WD only) and follow to the campsite located above Freestone Creek.",,Another campsite available on the Freestone Creek. Mckinnon's Point is the halfway point of the Freestone Walking Track and provides a convenient spot to stop for a picnic. The track from Freestone Creek Road also provides stunning views of the creek and,BRIAGOLONG,Mckinnon'S Point,W,,Y,,,,,,BBQ Facilities,Camping Only,Y,A basic campsite with no toilet facilities. Please take your rubbish home so the site can be enjoyed by future visitors.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A pleasant picnic spot on the Freestone Creek.,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,120884,120885,120886,25/9/21,-37.762126,147.106618,,,565123-20210302
REC SITES,25/9/21,6281,Froam,-37.775667,147.11414,BASIC,,NONE,From Briagolong follow the Freestone Creek Road approximately 10.5km or 500m past the Lower Blue Pool carpark.,,A small campsite on the banks of the Freestone Creek. This is a close but slightly quieter setting than the Blue Pool Camping Area. Froam is located on the Freestone Walking Track.,BRIAGOLONG,Froam,W,o,Y,,,,,,BBQ Facilities,Camping Only,Y,This site is suitable for small camping groups.,2,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A quieter picnic spot located just upstream from Blue Pool.,3,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,120845,120846,120847,25/9/21,-37.775667,147.11414,,,565124-20210302
REC SITES,25/9/21,6285,Collins Hut,-37.497572,147.155208,BASIC,,NONE,"Access Collins hut off Dargo Road. Travelling north on Dargo road, turn left onto Wonnangatta road, turning left again into Scrubby Creek track. Follow Scrubby Creek track until you arrive at the the Collins Hut carpark.",,,DARGO,Collins Hut,W,Y,Y,,,,,,BBQ Facilities,Camping Only,Y,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,10966,,,25/9/21,-37.497572,147.155208,,,563902-20210830
REC SITES,25/9/21,7220,White Womans Waterhole,-38.480544,146.770905,BASIC,,NONE,From Yarram take the Hyland Highway to the township of Won Wron and then travel 5km East on Napier Road to White Woman's Waterhole campsite. From Woodside continue West on the Carrajung-Woodside Rd after Duke St. After turning onto Napier Rd it is a furt,,A great jumping off point to explore the Won Wron and Mullungdung State Forests. Campsites and picnic areas are available and a couple of short walks are situated nearby.,YARRAM OFFICE,White Womans Waterhole,WCE,UY,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,An open site with toilet facilities and space for a number of family groups.,2,Y,"Easily accessible for camper trailers, this site is suitable for a short stay whilst exploring South Gippsland.",CAMPER TRAILER,5,,,0,Y,"This site is part of the Bataluk Cultural Trail which follows significant traditional routes used by the Gunaikurnai people. It is located on the traditional land of the Bratwoloong people, one of the five clans of the Gunaikurnai. The name of the nearby",4,,,0,,,0,,,0,,,0,,,0,Y,This site provides an open picnic area in the centre of the Won Wron State Forest.,3,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,120953,120954,120955,25/9/21,-38.480544,146.770905,,,601803-20210302
REC SITES,25/9/21,5674,Andersons,-37.723346,146.388869,BASIC,,NONE,"Andersons can be found along Donnelly's Creek Rd, south of Code's Flat, just after crossing the bridge.",,"Located in the Toombon Gold-mines Historic Reserve, this remote and compact bushland site in an open, heathy dry forest is nice stop along the Aberfeldy Back Road Tour.  Set back about 80m from the Aberfeldy river continue through the site itself to find",ERICA,Andersons,W,,Y,,,,,,BBQ Facilities,Camping Only,Y,"Small campground on the Aberfeldy River, just south of Codes Flat. There is limited room to accomodate campers, so this is a good spot for those seeking a quiet campsite. A basic toilet is located on site.",2,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,1,,120656,120658,120657,25/9/21,-37.723346,146.388869,,,564087-20210908
REC SITES,25/9/21,5690,Jorgenson,-37.749113,146.412418,MID,,NONE,From Whalhalla Rd turn right onto Merringtons Trk then turn left onto the link track to Junction Hut. From here cross the creek and continue on Junction track before turning right on Donnellys Creek Rd. Jorgensens hut is on the right just before you cros,,"Set beside Donnelly Creek, Jorgenson Flat is one of a number of spacious and open overnight options in the backcountry of Aberfeldy/Nambruc State forests.  A 4WD is a must to make it down the Donnelly Creek Tk from Walhalla Rd to this popular site that f",ERICA,Jorgenson,W,Y,Y,,,,,,BBQ Facilities,Camping Only,Y,"Camping is available in Jorgenson's hut which accommodates 6 to 8 people, there is also space to set up a tent if you'd prefer.  Be aware that this hut is used most weekends and holidays.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A nice spot to stop for lunch by Donnellys Creek on the Aberfeldy 4WD route. This site has a picnic table and wood fired BBQ facilities. Please remember to take all rubbish with you when you leave.,2,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,120695,120696,120697,25/9/21,-37.749113,146.412418,,,564089-20201111
REC SITES,25/9/21,5693,Little O'Toole'S,-37.747511,146.440087,BASIC,,NONE,"Located on the river flats adjacent to Donnellys Ck Rd, this site is best accessed via Donnellys Creek Rd from Walhalla Rd. Note that Donnelly's Creek Rd is part of the Aberfeldy 4WD tour.",,"Located on Donnelly's Creek Rd, Little O'tooles is the smaller of the O'Tooles campgrounds. Situated along Donnelly's Creek, this is the perfect campground if you are looking for a quieter site. The site has a few firepits, a toilet and wide, protected g",ERICA,Little O'Toole'S,W,Y,Y,FULL CLOSURE,Site Closed due to Storm damage,30/7/21,1/10/21,STORM,BBQ Facilities,Camping Only,Y,"The little brother to O'tooles campsite just down the road, perfect if you are looking for a quieter site when O'tooles is getting a little busy. The site has a few firepits, wood-fired BBQ's and wide, protected grassy areas for pitching tents.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,120710,120711,120712,25/9/21,-37.747511,146.440087,,,564090-20210824
REC SITES,25/9/21,5699,O'Toole'S Flat,-37.748793,146.44185,MID,,NONE,"This relaxing remote bush camping spot is reached via Donnelly Creek Track, which youll find signposted off Walhalla Rd. A 4WD is needed",,"A large, clear site perfect to light a fire and enjoy the bush with friends and family, or relax after a day's drive.",ERICA,O'Toole'S Flat,W,Y,Y,,,,,,BBQ Facilities,Camping Only,Y,"OTooles flats is an expansive open grassy camping area surrounded by riverene forest on the banks of Donnelly's Creek.  A great overnight spot for those undertaking the Aberfeldy Backroad Tour, this site is very popular on weekends over the summer, howev",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,This site has a great gazebo at the center of the site with a fire place and a couple of picnic tables. With a short walk to the creek it is a lovely spot to spot and enjoy the bush.,2,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,120728,120729,120730,25/9/21,-37.748793,146.44185,,,564091-20171002
REC SITES,25/9/21,5711,Junction Camping Ground,-37.758456,146.401438,MID,,NONE,"Junction Camping Ground is located near where the Donnelly Creek meets the Aberfeldy River.  From Erica travel north along the Moe-Rawson Rd continuing into Thompson Valley Rd.  Continue following the bitumen into Thomson Dam Access Rd, turning left into",,The original huts were built at The Junction in the 1930's by gold fossickers during the depression however the hut that stands today was built in 2015 after the 2013 wildfire. If you are traveling past make sure you stop and check the view from the hut,ERICA,Junction Camping Ground,W,Y,Y,,,,,,None Allowed,Camping Only,Y,"Junction Hut can accomodate 6-8 people at this peaceful riverside site, with a picnic table and toilet also on site. If the hut is occupied limited tent camping space can be found by following the track to the right as you hit the river.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Find a picnic table and fire pit at Junction Hut, with great views and easy access to a cool, quite bend in the Aberfeldy River this is a lovely spot for a picnic.",2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,120698,120699,120700,25/9/21,-37.758456,146.401438,,,564092-20170623
REC SITES,25/9/21,5869,Coopers Creek Camping Area One,-37.980893,146.423653,BASIC,,NONE,"Take Walhalla Rd south of Rawson, this is quite a winding road and can get busy on weekend, from there turn onto Cooper Creek Rd. Follow then turn left onto Coopers Creek Track, please do not continue along Coopers Creek Rd as it runs onto private proper",,"Enjoy some time with family and friends in beautiful surrounds on the banks of the Thomson river just a stone throw from Walhalla and Erica. This area is rich with history and natural features ready to be explored, just up the road are the old Walhalla R",ERICA,Coopers Creek Camping Area One,W,Y,Y,,,,,,BBQ Facilities,Camping Only,Y,"Camp nestled amongst Eucalypt forest near the Thomson river as it flows south from Walhalla. There are limited spots in this very popular campsite, which gets very busy over weekends in summer. You can continue into the Coopers Creek Campground Two, to f",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120665,120666,120667,25/9/21,-37.980893,146.423653,,,564095-20210827
REC SITES,25/9/21,5875,Coopers Creek Camping Area Two,-37.980355,146.426217,MID,,NONE,"Take Walhalla Rd south of Rawson, this is quite a winding road and can get busy on weekend, from there turn onto Cooper Creek Rd. Follow then turn left onto Coopers Creek Track. Continue straight into the Coopers Creek recreation area as Coopers Creek Tr",,"**Coopers Creek Camping Area Two is subject to seasonal closures between the long weekend in June through to the end of October. Refer to campground one for alternative camping sites.** 
Enjoy some time with family and friends in beautiful surrounds on",ERICA,Coopers Creek Camping Area Two,W,Y,Y,FULL CLOSURE,SITE CLOSED DUE TO RAIN EVENT AND FLOODING. All Facilities closed.,10/6/21,29/10/21,FLOOD,BBQ Facilities,Camping Only,Y,"A shady campsite surrounded by Blackwoods set slightly back from the Thomson River, this site compliments the camping area available at overnight area one. Campground Two hosts a range of sites suitable for vehicle based camping and some walk in sites al",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,120668,120669,120670,25/9/21,-37.980355,146.426217,,,564096-20210908
REC SITES,25/9/21,5880,Coopers Creek Day Visitor Area Two,-37.980942,146.426427,MID,,NONE,"Follow directions to Coopers Creek picnic area one, continue straight passed picnic area 1 and overnight camp areas 1 and 2 and you will reach picnic area 2 shortly after. Camp area 2 is subject to seasonal closure so alternate access is via the river wa",,"Enjoy some time with family and friends in beautiful surrounds on the banks of the Thomson river just a stone throw from Walhalla and Erica. This area is rich with history and natural features ready to be explored, just up the road are the old Walhalla R",ERICA,Coopers Creek Day Visitor Area Two,U,,Y,,,,,,Fishing and BBQ,None,,,0,,,,0,,,0,,,0,Y,"Following the river upstream from day visitor area two, there are many quiet spots by the river. Brown trout, short-finned eel and river blackfish are common specimens in the Thomson river.",2,,,0,,,0,,,0,,,0,Y,"This shady spot provides a great alternative for those looking to stop for the day just upstream from picnic area one should it get a bit busy. Enjoy the view of the river from the picnic tables, or follow the short path down to the water.",1,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,120674,,,25/9/21,-37.980942,146.426427,,,564098-20210908
REC SITES,25/9/21,5984,Burns Bridge,-37.338521,146.134912,BASIC,,NONE,,,,MANSFIELD,Burns Bridge,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121463,121464,121465,25/9/21,-37.338521,146.134912,,,532133-20201224
REC SITES,25/9/21,1466,Taponga,-37.370611,146.057229,VERY BASIC,,NONE,"From Melbourne take the Maroondah Hwy, turn right to Thornton and turn onto the Goulburn Valley Highway, then right onto Eildon-Jamieson road.  Follow this bitumen road, Taponga Camp is the first of the Lower Big River campsites and is located on the lef",,Taponga is the first of the Lower Big River campsites and is nested under the large eucalypts alongside the Big River.  A serene and shady spot with toilet facilities. There is opportunities for fishing or relaxing as you listen to the nearby sounds of t,ALEXANDRA,Taponga,WC,Y,Y,,,,,,None Allowed,Camping and Campervan,Y,"Taponga Camp is the first of the Lower Big River campsites running alongside the Taponga River.  Camping areas can be found between the tee tree with a larger eucalypt canopy providing shade.  
",1,Y,Some of the open camping areas are suitable for camper trailers or a small caravan.,SMALL CARAVAN,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121970,121971,121972,25/9/21,-37.370611,146.057229,,,491182-20201015
REC SITES,25/9/21,6031,Goonan'S,-37.749024,146.455331,MID,,NONE,Goonans is a stopping point along the Aberfeldy 4WD route along Donnellys Creek in the Aberfeldy/Nambruc State Forest.  You can camp overnight in the recently constructed bush hut or stop for a picnic by the creek.  The closest nearby huts are Jorgensens,,"Goonan's hut was originally constructed in the early 1980's by Russell Hughes who had a claim in the area. The claim was later sold in 1991 to Bill Goonan, from which the hut now carries the Goonan name. In January 2013, the hut was destroyed during a bu",ERICA,Goonan'S,W,,Y,,,,,,BBQ Facilities,Camping Only,Y,"Goonans has a cosy tin hut suitable for camping in which was built after the orignal hut was detroyed in the 2013 Aberfeldy-Donnelly's Creek fire. The hut has an open fire place and is ideal for a smaller groups of 6-8 stopping overnight, please expect t",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A nice spot to stop for lunch by Donnellys Creek on the Aberfeldy 4WD route. This site has a picnic table and wood fired BBQ facilities. Please remember to take all rubbish with you when you leave.,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,120686,120687,,25/9/21,-37.749024,146.455331,,,564101-20210824
REC SITES,25/9/21,6082,Pearson Point,-37.854341,146.805147,BASIC,,NONE,From the township of Heyfield take Weir Rd North for 10km and turn Right onto Lanigan Rd. Turn Left off Lanigan Rd onto Millers Rd and follow for 7.5km. At Bulldog Junction turn right onto Huggett's Rd and then right on Corner Creek Track. After 1km turn,,Pearson's Point provides scenic views of the Heyfield/Lake Glenmaggie area and further to the Strzelecki Ranges. To the west the forested foothills of the lower Macalister River catchment can be viewed stretching to Mt Useful and Licola. Access by 4WD on,HEYFIELD,Pearson Point,K,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A great spot to stop for a picnic with a view.,1,,,0,,,0,,,0,,,0,Y,Look out for Wedgetailed eagles and other birdlife.,0,,1,,,,,1,,120908,120909,120910,25/9/21,-37.854341,146.805147,,,564104-20210304
REC SITES,25/9/21,6087,Barkley Bridge,-37.558477,146.567554,BASIC,,NONE,"From Licola follow the Licola-Jamieson Rd for 9km, turn Right onto Link Rd and then Left onto Glencairn Rd. Barkley Bridge is located approximately 3km up Glencairn Rd where it crosses the Barkley River.",,Barkley Bridge is a small camping area on the Barkley River. The river offers a peaceful picnic setting or a convenient camping area for those exploring Victoria's high country.,HEYFIELD,Barkley Bridge,W,Y,Y,,,,,,None Allowed,Camping Only,Y,Campsites are available both upstream and downstream from the bridge.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,120788,120789,120790,25/9/21,-37.558477,146.567554,,,564105-20210304
REC SITES,25/9/21,6091,Rumpffs,-37.507528,146.491535,BASIC,,NONE,"From Licola follow the Licola-Jamieson Rd (C486) for 9km, turn Right onto Link Rd and then Left onto Glencairn Rd. From here continue 18km on Glencairn and Middle Ridge Road. The campsites are located on the right about 1km after Middle Ridge Road crosse",,Rumpff's Flat is located on the Mount Skene Creek just prior to it flowing into the Barkley River. This quiet bush setting is accessed via a scenic drive through the unique Barkley State Forest.,HEYFIELD,Rumpffs,W,Y,Y,,,,,,None Allowed,Camping Only,Y,Rumpffs camping area is suitable for family groups exploring the scenic forest areas around the Barkley River. Access is limited in wet weather. Please take your rubbish home so the site can be enjoyed by future visitors.,3,,,,0,,,0,,,0,,,0,,,0,,,0,Y,The Bicentennial Trail crosses Mt Skene Creek just downstream from Rumpffs campsite.,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,120926,120927,120928,25/9/21,-37.507528,146.491535,,,564106-20210304
REC SITES,25/9/21,6092,Connor Plain,-37.556287,146.493632,VERY BASIC,,NONE,From Licola follow the Jamieson-Licola Road (C486) for 21km. The Campsite is on the left just past the Black River Rd.,,"This basic campsite is a convenient stop en route to Jamieson or whilst exploring the Barkly River, Mt Useful and Upper Goulburn Forests.",HEYFIELD,Connor Plain,W,,Y,,,,,,BBQ Facilities,Camping Only,Y,"A grassy open site with space for a number of groups. Due to the high elevation, campers should be prepared for low temperatures at any time of year.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,1,,120830,120831,,25/9/21,-37.556287,146.493632,,,564107-20210304
REC SITES,25/9/21,4527,Canoe Site,-35.685413,144.147868,BASIC,,NONE,"The starting point of the Gunbower Island Canoe Trail is located about 6 kms south of the Koondrook Township. From Koondrook head south along the Kerang-Koondrook Road,  turn left onto Koondrook Track and head into Gunbower Island. Follow the track past",,"The starting point of the unique Gunbower Island Canoe Trail. Come enjoy Gunbower's unique and diverse wonderland of waterbirds, wildlife and aquatic plants. Launch your canoe from the jetty or just have a picnic and explore the river red gum wetlands
",COHUNA,Canoe Site,WUP,Uk,Y,,,,,,Fishing and BBQ,Camping Only,Y,"The starting point of the Canoe Trail, this site offers plenty for visitors to Gunbower Island to enjoy. Come stay for a few days - BBQs and picnic tables are provided as well as an information shelter and a jetty to launch your canoe. dispersed camps, s",1,,,,0,,,0,,,0,Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",3,,,0,,,0,,,0,Y,This site is the starting point for the Gunbower Island Canoe Trail that takes you through Safe's Lagoon and Gunbower Creek.,4,Y,Come enjoy a picnic while taking in the beauty of the bush before heading off paddling along the Murray,2,,,0,,,0,,,0,,,0,,,0,1,1,,,,,1,,122267,122268,122269,25/9/21,-35.685413,144.147868,,,506675-20200523
REC SITES,25/9/21,4552,Reedy Lagoon,-35.740115,144.199104,BASIC,,NONE,Reedy Lagoon Recreation Site is located 11 kms north of the Cohuna Township on Gunbower Creek. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Spences Bridge Road and enter Gunbower Island. Continue past Spences Bridge Recreation Si,,"A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided
",COHUNA,Reedy Lagoon,WU,,Y,,,,,,Fishing and BBQ,Camping Only,Y,"Dispersed camps within Reedy Lagoon, suitable for larger groups, basic facilities provided",1,,,,0,,,0,,,0,Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",3,,,0,,,0,,,0,,,0,Y,A pleasant spot for a picnic - BBQs and picnic tables are provided at dispersed camp sites.,2,,,0,,,0,,,0,,,0,,,0,1,1,,,,,1,,122339,122340,122341,25/9/21,-35.740115,144.199104,,,506678-20200523
REC SITES,25/9/21,4568,Five Sleeper,-35.773806,144.23905,BASIC,,NONE,The Five Sleeper Recreation Site is located just 4.5 kms from the Cohnua Township on Gunbower Island. The site is situated along the Gunbower Island Forest Drive. From Cohuna head north-east along Gunbower Island Road into Gunbower Island. Take the left,,A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest.,COHUNA,Five Sleeper,WU,,Y,,,,,,Fishing and BBQ,Camping Only,Y,"Dispersed camp sites in forest clearings along Gunbower Creek, suitable for larger groups, close to Cohuna",1,,,,0,,,0,,,0,Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",3,,,0,,,0,,,0,,,0,Y,A pleasant spot for a picnic on Gunbower Creek. BBQs and picnic tables are provided at dispersed camp sites.,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,122270,122271,122272,25/9/21,-35.773806,144.23905,,,506680-20200523
REC SITES,25/9/21,4597,Buttercup Three Camping Area,-37.068679,146.338221,BASIC,,NONE,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 13k",,"This Camping area is located along the banks of the Buttercup Creek, with grassy areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victorian Hig",MANSFIELD,Buttercup Three Camping Area,WC,Y,Y,,,,,,None Allowed,Camping and Campervan,Y,"Light a fire in the designated fire pits and sit back to listen to the sound of the water tumbling through Buttercup Creek. The surrounding Peppermint, Swamp Gum, Candlebark, Manna Gum and Stringybark provided nicely shaded camping spots. This is a small",1,Y,"There is ample room for small campervans and campertrailers to be used at this site, including ample backing and turning space.",SMALL CARAVAN,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121469,121470,121471,25/9/21,-37.068679,146.338221,,,532092-20200723
REC SITES,25/9/21,4599,Buttercup Four Camping Area,-37.068429,146.34122,BASIC,,PARTIAL,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 13k",,"This Camping area is located along the banks of the Buttercup Creek, with grassy camping areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victo",MANSFIELD,Buttercup Four Camping Area,WC,Y,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,"The tumbling water in Buttercup Creek provides a peaceful background when camping at this site. The surrounding Peppermint, Swamp Gum, Candlebark, Manna Gum and Stringybark provided nicely shaded camping spots. This is a small campground so you will enjo",2,Y,Although this is a small campground there is ample room for small camper trailers and campervans.,SMALL CARAVAN,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,121466,121467,121468,25/9/21,-37.068429,146.34122,,,532093-20200723
REC SITES,25/9/21,4610,Carters Mill Picnic Area,-37.103894,146.369791,BASIC,,NONE,"From Mansfield follow the Mt. Buller Road to Sawmill Settlement, turn left onto Carters Road.",,,MANSFIELD,Carters Mill Picnic Area,,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"This picnic area is full of history, set on the banks of the Delatite River and nearby to the Sawmill Settlement Park. You are surrounded by a large grassy area with ample room for you and the kids to stretch their legs, the area is surrounded by native",1,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,121478,121479,121480,25/9/21,-37.103894,146.369791,,,532096-20200728
REC SITES,25/9/21,4620,James Reserve,-36.836912,145.946877,BASIC,,NONE,Turn off the Midland Highway onto Lima East Road at Swanpool. James Reserve is then about 12 kilometres on the right hand side. 2wd dirt road access.,,"James Reserve is a lovely open grassy campsite, with beautiful creek frontage.  There are horse yards and about 10 campsites for you all to enjoy.",BENALLA SYDNEY RD,James Reserve,WCr,UY,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,,3,Y,,,5,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,Y,,8,,,0,,,0,,,0,,,0,1,,,,,,1,,121544,121545,121546,25/9/21,-36.836912,145.946877,,,532097-20201028
REC SITES,25/9/21,4624,Lima East,-36.841555,145.943819,BASIC,,NONE,,,,BENALLA SYDNEY RD,Lima East,,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"A perfect spot to picnic, located next to the picturesque Moonee Moonee Creek and a great spot to stop before heading off on your 4 wheel drive adventure.",2,,,0,,,0,,,0,,,0,,,0,,,1,,,,1,,121568,,,25/9/21,-36.841555,145.943819,,,532098-20201028
REC SITES,25/9/21,4633,Tallangallook Road Picnic Area,-36.910931,145.887115,BASIC,,NONE,,,,BENALLA SYDNEY RD,Tallangallook Road Picnic Area,,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,1,,,0,,,0,,,0,,,0,,,0,1,,,,,,1,,4170,,,25/9/21,-36.910931,145.887115,,,532101-20201028
REC SITES,25/9/21,4634,Hells Hole,-36.920807,145.883335,VERY BASIC,,NONE,,,,BENALLA SYDNEY RD,Hells Hole,E,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,Y,mining hole,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121532,,,25/9/21,-36.920807,145.883335,,,532102-20201028
REC SITES,25/9/21,4635,Tallangallook Mine Area,-36.93226,145.879145,BASIC,,NONE,,,,BENALLA SYDNEY RD,Tallangallook Mine Area,E,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,Y,,1,,,0,,,0,,,0,,,0,,,0,1,,,,,,1,,4172,,,25/9/21,-36.93226,145.879145,,,532103-20201028
REC SITES,25/9/21,4671,Stringybark Camping Area,-36.872922,146.201053,BASIC,,NONE,This large campsite is located along the Tatong Tolmie Road.,,Stringybark campground offers both shady and sunny camping sites with some facilities including picnic tables and fire pits. There is a large cleared area suitable for playing ball games or flying kites.  Two double toilets service the campground.  A wal,BENALLA SYDNEY RD,Stringybark Camping Area,WCr,Y,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,,2,Y,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,3,Y,,6,,,0,,,0,,,0,,,0,,1,,,,,1,,121652,121653,121654,25/9/21,-36.872922,146.201053,,,532107-20201012
